complaintID,complaintTitle,complaintDescription,complaintCategory,Rating
390,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,3
391,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,3
392,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,4
393,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,3
394,Incomplete delivery,I received only part of my order in the delivery.,delivery,3
395,Product missing components,The product is missing some essential components.,product_quality,5
396,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,3
397,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,1
398,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,4
399,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,4
400,General feedback,I have some general feedback and suggestions for improvement.,other,5
401,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,1
402,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,2
403,Defective items,Some of the items I received are defective and unusable.,product_quality,4
404,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,2
405,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,5
406,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,1
407,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,5
408,General feedback,I have some general feedback and suggestions for improvement.,other,4
409,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,4
410,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,5
411,Product missing components,The product is missing some essential components.,product_quality,1
412,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,2
